Seed	Iterations	Most_Frequent	Frequency
3894	11	0005	1
3895	33	4100	2
3896	12	0006	1
3897	62	6100	2
3898	13	0000	1
3899	10	4100	2
3900	4	2100	2
3901	59	6100	2
3902	59	6100	2
3903	24	0000	1
3904	13	8100	2
3905	5	0000	1
3906	40	6100	2
3907	3	0000	1
3908	50	3317	1
3909	63	6100	2
3910	6	0000	1
3911	84	6100	2
3912	38	6100	2
3913	59	6100	2
3914	13	0000	1
3915	18	0000	1
3916	11	4100	2
3917	13	8100	2
3918	12	0000	1
3919	18	0000	1
3920	85	6100	2
3921	3	0000	1
3922	83	4100	2
3923	11	4100	2
3924	16	0000	1
3925	89	4100	2
3926	83	6100	2
3927	60	4100	2
3928	29	9600	2
3929	6	2500	2
3930	8	1600	2
3931	59	6100	2
3932	78	4100	2
3933	92	4100	2
3934	60	4100	2
3935	9	1600	2
3936	4	7600	2
3937	3	0100	2
3938	53	9600	2
3939	40	6100	2
3940	49	6100	2
3941	88	4100	2
3942	23	4100	2
3943	19	0000	1
3944	15	0000	1
3945	84	4100	2
3946	50	0000	1
3947	7	8100	2
3948	4	0000	1
3949	39	6100	2
3950	26	9600	2
3951	82	4100	2
3952	48	4100	2
3953	23	6100	2
3954	57	4100	2
3955	27	6100	2
3956	33	9600	2
3957	7	4100	2
3958	10	0012	1
3959	32	4100	2
3960	30	4100	2
3961	22	6100	2
3962	68	4100	2
3963	11	0006	1
3964	68	6100	2
3965	30	6100	2
3966	27	6100	2
3967	37	6100	2
3968	9	5600	2
3969	13	6100	2
3970	45	6100	2
3971	48	6100	2
3972	22	6100	2
3973	71	4100	2
3974	81	6100	2
3975	63	6100	2
3976	59	4100	2
3977	15	0000	1
3978	71	6100	2
3979	10	0000	1
3980	58	6100	2
3981	8	0000	1
3982	34	6100	2
3983	16	4100	2
3984	37	6100	2
3985	57	9600	2
3986	55	4100	2
3987	8	8100	2
3988	66	4100	2
3989	27	0000	1
3990	46	0000	1
3991	45	9600	2
3992	85	6100	2
3993	10	0000	1
3994	50	6100	2
3995	4	9600	2
3996	57	9600	2
3997	33	0000	1
3998	78	6100	2
3999	85	4100	2
4000	0	0000	1
4001	5	0000	1
4002	23	0000	1
4003	5	0000	1
4004	61	6100	2
4005	5	1600	2
4006	19	0000	1
4007	76	4100	2
4008	58	6100	2
4009	11	0000	1
4010	10	0000	1
4011	13	2100	2
4012	59	6100	2
4013	48	6100	2
4014	15	0000	1
4015	73	4100	2
4016	40	9600	2
4017	59	4100	2
4018	42	9600	2
4019	68	4100	2
4020	11	6100	2
4021	45	3317	1
4022	53	6100	2
4023	13	3600	2
4024	71	4100	2
4025	6	0000	1
4026	39	4100	2
4027	13	0000	1
4028	41	4100	2
4029	14	9600	2
4030	39	6100	2
4031	21	4100	2
4032	81	6100	2
4033	58	4100	2
4034	5	0000	1
4035	15	0000	1
4036	12	3600	2
4037	76	6100	2
4038	18	4100	2
4039	54	6100	2
4040	11	3600	2
4041	18	0000	1
4042	20	0005	1
4043	14	0000	1
4044	4	0100	2
4045	84	6100	2
4046	69	4100	2
4047	47	0000	1
4048	83	4100	2
4049	16	0000	1
4050	7	0000	1
4051	60	4100	2
4052	30	6100	2
4053	27	6100	2
4054	6	5030	2
4055	4	2500	2
4056	88	4100	2
4057	38	9600	2
4058	66	4100	2
4059	7	3600	2
4060	32	6100	2
4061	45	6100	2
4062	7	1600	2
4063	63	4100	2
4064	83	4100	2
4065	28	4100	2
4066	58	0000	1
4067	71	4100	2
4068	60	6100	2
4069	13	0000	1
4070	51	4100	2
4071	51	4100	2
4072	13	0000	1
4073	61	4100	2
4074	62	4100	2
4075	33	0000	1
4076	34	4100	2
4077	76	4100	2
4078	6	6100	2
4079	100	6100	2
4080	41	4100	2
4081	39	0000	1
4082	33	4100	2
4083	6	0005	1
4084	49	6100	2
4085	62	6100	2
4086	77	6100	2
4087	46	0000	1
4088	87	4100	2
4089	78	6100	2
4090	30	6100	2
4091	49	0000	1
4092	37	9600	2
4093	21	6100	2
4094	6	0100	2
4095	71	6100	2
4096	56	6100	2
4097	46	4100	2
4098	7	1600	2
4099	28	0000	1
4100	4	8100	2
4101	67	4100	2
4102	8	3600	2
4103	8	0000	1
4104	21	8100	2
4105	50	3317	1
4106	59	4100	2
4107	12	0000	1
4108	62	4100	2
4109	31	9600	2
4110	47	9600	2
4111	5	0540	2
4112	58	4100	2
4113	38	4100	2
4114	29	0000	1
4115	53	4100	2
4116	87	6100	2
4117	49	4100	2
4118	53	9600	2
4119	28	6100	2
4120	48	6100	2
4121	41	6100	2
4122	46	3317	1
4123	4	7600	2
4124	4	0000	1
4125	12	6100	2
4126	27	9600	2
4127	11	6100	2
4128	52	4100	2
4129	88	4100	2
4130	37	0000	1
4131	35	9600	2
4132	63	4100	2
4133	65	9600	2
4134	82	6100	2
4135	18	3600	2
4136	56	0240	1
4137	10	0012	1
4138	9	0000	1
4139	24	4100	2
4140	52	6100	2
4141	8	0000	1
4142	32	0000	1
4143	80	6100	2
4144	77	4100	2
4145	67	4100	2
4146	58	6100	2
4147	45	6100	2
4148	37	0000	1
4149	41	4100	2
4150	10	4100	2
4151	10	8100	2
4152	76	4100	2
4153	95	4100	2
4154	37	4100	2
4155	57	6100	2
4156	47	6100	2
4157	62	6100	2
4158	9	0000	1
4159	62	4100	2
4160	32	8100	2
4161	45	6100	2
4162	58	4100	2
4163	71	6100	2
4164	28	4100	2
4165	53	6100	2
4166	7	7600	2
4167	28	9600	2
4168	49	4100	2
4169	59	4100	2
4170	31	6100	2
4171	23	6100	2
4172	5	2500	2
4173	25	4100	2
4174	68	6100	2
4175	44	6100	2
4176	54	6100	2
4177	6	0000	1
4178	5	7600	2
4179	30	0000	1
4180	54	4100	2
4181	32	4100	2
4182	60	4100	2
4183	19	0005	1
4184	29	9600	2
4185	36	0000	1
4186	26	9600	2
4187	29	6100	2
4188	23	4100	2
4189	8	3600	2
4190	17	0000	1
4191	58	9600	2
4192	10	6100	2
4193	64	6100	2
4194	89	6100	2
4195	12	9600	2
4196	84	6100	2
4197	12	2916	2
4198	18	6100	2
4199	66	6100	2
4200	5	9600	2
4201	48	3317	1
4202	63	6100	2
4203	49	4100	2
4204	32	4100	2
4205	68	4100	2
4206	50	4100	2
4207	46	6100	2
4208	89	6100	2
4209	30	4100	2
4210	15	5600	2
4211	40	4100	2
4212	67	4100	2
4213	59	4100	2
4214	33	9600	2
4215	6	0000	1
4216	2	0000	1
4217	60	4100	2
4218	54	4100	2
4219	79	6100	2
4220	54	6100	2
4221	37	6100	2
4222	67	6100	2
4223	41	9600	2
4224	63	4100	2
4225	16	8100	2
4226	58	6100	2
4227	16	9600	2
4228	7	5600	2
4229	81	4100	2
4230	38	6100	2
4231	33	9600	2
4232	23	0000	1
4233	23	0005	1
4234	88	6100	2
4235	75	6100	2
4236	54	4100	2
4237	50	6100	2
4238	33	9600	2
4239	72	4100	2
4240	94	4100	2
4241	60	4100	2
4242	53	4100	2
4243	2	0000	1
4244	82	4100	2
4245	6	1600	2
4246	49	4100	2
4247	11	0000	1
4248	83	6100	2
4249	4	0540	2
4250	42	6100	2
4251	90	6100	2
4252	71	6100	2
4253	84	6100	2
4254	53	4100	2
4255	58	4100	2
4256	37	4100	2
4257	22	0005	1
4258	33	4100	2
4259	57	9600	2
4260	30	0000	1
4261	32	0000	1
4262	56	4100	2
4263	7	0000	1
4264	57	9600	2
4265	57	6100	2
4266	59	6100	2
4267	12	1600	2
4268	26	6100	2
4269	61	6100	2
4270	55	4100	2
4271	28	6100	2
4272	4	0000	1
4273	83	6100	2
4274	46	9600	2
4275	55	6100	2
4276	51	6100	2
4277	61	4100	2
4278	23	6100	2
4279	35	4100	2
4280	60	9600	2
4281	17	4100	2
4282	56	4100	2
4283	43	4100	2
4284	8	0000	1
4285	70	4100	2
4286	56	4100	2
4287	65	6100	2
4288	73	4100	2
4289	28	6100	2
4290	19	0000	1
4291	28	9600	2
4292	68	4100	2
4293	6	0100	2
4294	16	0000	1
4295	28	6100	2
4296	5	7600	2
4297	95	6100	2
4298	5	0100	2
4299	49	4100	2
4300	2	0100	2
4301	40	4100	2
4302	79	4100	2
4303	81	6100	2
4304	4	2500	2
4305	80	6100	2
4306	43	6100	2
4307	40	6100	2
4308	46	0000	1
4309	53	0000	1
4310	88	6100	2
4311	76	6100	2
4312	25	0000	1
4313	30	8100	2
4314	61	6100	2
4315	31	8100	2
4316	65	4100	2
4317	7	1600	2
4318	63	4100	2
4319	24	0001	1
4320	13	5600	2
4321	70	6100	2
4322	22	9600	2
4323	45	4100	2
4324	83	4100	2
4325	70	4100	2
4326	6	0000	1
4327	53	4100	2
4328	29	0000	1
4329	93	4100	2
4330	52	4100	2
4331	34	6100	2
4332	6	0000	1
4333	81	6100	2
4334	9	0035	1
4335	9	2100	2
4336	39	9600	2
4337	69	6100	2
4338	67	4100	2
4339	58	6100	2
4340	17	0000	1
4341	89	4100	2
4342	36	6100	2
4343	10	8100	2
4344	68	4100	2
4345	79	6100	2
4346	54	6100	2
4347	24	6100	2
4348	8	6100	2
4349	5	5030	2
4350	46	4100	2
4351	52	4100	2
4352	87	6100	2
4353	68	6100	2
4354	22	0576	1
4355	10	0012	1
4356	4	0000	1
4357	25	0005	1
4358	58	4100	2
4359	1	0000	1
4360	7	0000	1
4361	25	4100	2
4362	90	4100	2
4363	64	6100	2
4364	99	4100	2
4365	8	0000	1
4366	54	6100	2
4367	30	0000	1
4368	50	6100	2
4369	13	2100	2
4370	5	2500	2
4371	26	0000	1
4372	88	6100	2
4373	26	6100	2
4374	21	4100	2
4375	12	0005	1
4376	50	6100	2
4377	4	2500	2
4378	11	6100	2
4379	56	0000	1
4380	7	0000	1
4381	7	0000	1
4382	57	6100	2
4383	89	6100	2
4384	15	0000	1
4385	34	8100	2
4386	69	4100	2
4387	20	6100	2
4388	15	6100	2
4389	53	6100	2
4390	20	4100	2
4391	98	4100	2
4392	32	6100	2
4393	35	9600	2
4394	28	0000	1
4395	64	9600	2
4396	24	0000	1
4397	45	4100	2
4398	6	0006	1
4399	44	4100	2
4400	4	3600	2
4401	34	0000	1
4402	46	9600	2
4403	60	9600	2
4404	49	4100	2
4405	12	3600	2
4406	53	4100	2
4407	3	0000	1
4408	5	2500	2
4409	33	6100	2
4410	97	6100	2
4411	49	4100	2
4412	42	9600	2
4413	28	9600	2
4414	58	4100	2
4415	31	0005	1
4416	4	0000	1
4417	61	9600	2
4418	83	4100	2
4419	78	6100	2
4420	39	4100	2
4421	97	6100	2
4422	60	6100	2
4423	5	0000	1
4424	75	4100	2
4425	25	6100	2
4426	11	0000	1
4427	63	4100	2
4428	10	1600	2
4429	65	4100	2
4430	3	2500	2
4431	25	8100	2
4432	5	0007	1
4433	72	6100	2
4434	52	6100	2
4435	75	4100	2
4436	67	6100	2
4437	41	4100	2
4438	12	0012	1
4439	63	9600	2
4440	56	6100	2
4441	37	0000	1
4442	48	9600	2
4443	93	4100	2
4444	23	0000	1
4445	8	2100	2
4446	10	9600	2
4447	19	9600	2
4448	71	4100	2
4449	7	1600	2
4450	21	0000	1
4451	66	4100	2
4452	13	3600	2
4453	53	9600	2
4454	63	6100	2
4455	68	4100	2
4456	14	0000	1
4457	59	9600	2
4458	52	9600	2
4459	81	6100	2
4460	10	5600	2
4461	6	8100	2
4462	65	4100	2
4463	65	6100	2
4464	32	0000	1
4465	48	4100	2
4466	66	4100	2
4467	65	6100	2
4468	38	4100	2
4469	12	0001	1
4470	27	6100	2
4471	29	0000	1
4472	83	6100	2
4473	5	0000	1
4474	28	6100	2
4475	22	0000	1
4476	48	6100	2
4477	30	0000	1
4478	10	5600	2
4479	54	6100	2
4480	78	6100	2
4481	96	6100	2
4482	52	9600	2
4483	58	9600	2
4484	55	4100	2
4485	55	9600	2
4486	6	1600	2
4487	67	4100	2
4488	21	6100	2
4489	18	0001	1
4490	56	6100	2
4491	44	0000	1
4492	46	3317	1
4493	86	4100	2
4494	18	5600	2
4495	47	4100	2
4496	29	0000	1
4497	29	4100	2
4498	62	6100	2
4499	23	4100	2
4500	1	2500	2
4501	35	6100	2
4502	19	4100	2
4503	22	4100	2
4504	61	6100	2
4505	29	6100	2
4506	40	0000	1
4507	24	6100	2
4508	89	4100	2
4509	14	6100	2
4510	52	0000	1
4511	87	4100	2
4512	71	4100	2
4513	54	4100	2
4514	103	4100	2
4515	56	4100	2
4516	24	4100	2
4517	82	6100	2
4518	5	7600	2
4519	60	4100	2
4520	5	2500	2
4521	29	0000	1
4522	56	4100	2
4523	42	6100	2
4524	89	4100	2
4525	29	4100	2
4526	33	6100	2
4527	58	6100	2
4528	62	0000	1
4529	74	6100	2
4530	91	6100	2
4531	51	6100	2
4532	35	4100	2
4533	47	9600	2
4534	25	9600	2
4535	5	2500	2
4536	29	4100	2
4537	13	0000	1
4538	11	3600	2
4539	26	9600	2
4540	8	5030	2
4541	60	6100	2
4542	41	4100	2
4543	58	9600	2
4544	92	4100	2
4545	65	4100	2
4546	55	0000	1
4547	9	0000	1
4548	67	6100	2
4549	28	6100	2
4550	28	6100	2
4551	67	4100	2
4552	72	4100	2
4553	48	6100	2
4554	12	2100	2
4555	60	6100	2
4556	4	7600	2
4557	6	0000	1
4558	50	9600	2
4559	7	8100	2
4560	7	1600	2
4561	55	4100	2
4562	89	4100	2
4563	49	6100	2
4564	6	2100	2
4565	39	4100	2
4566	8	0000	1
4567	22	4100	2
4568	4	0100	2
4569	48	4100	2
4570	50	9600	2
4571	28	8100	2
4572	71	4100	2
4573	46	0000	1
4574	38	6100	2
4575	41	6100	2
4576	27	8100	2
4577	20	3600	2
4578	28	4100	2
4579	32	0000	1
4580	59	4100	2
4581	51	4100	2
4582	84	4100	2
4583	3	0000	1
4584	51	4100	2
4585	79	4100	2
4586	49	6100	2
4587	97	6100	2
4588	12	0000	1
4589	10	0001	1
4590	48	6100	2
4591	107	4100	2
4592	37	9600	2
4593	41	6100	2
4594	72	4100	2
4595	35	0000	1
4596	66	4100	2
4597	14	6100	2
4598	4	0000	1
4599	73	6100	2
4600	4	1600	2
4601	8	0000	1
4602	21	3600	2
4603	34	0000	1
4604	14	3600	2
4605	43	0000	1
4606	77	4100	2
4607	57	6100	2
4608	6	0100	2
4609	33	0000	1
4610	94	6100	2
4611	5	0000	1
4612	79	4100	2
4613	93	6100	2
4614	9	0000	1
4615	55	6100	2
4616	20	5600	2
4617	77	6100	2
4618	13	9600	2
4619	51	9600	2
4620	52	6100	2
4621	38	4100	2
4622	59	4100	2
4623	30	0000	1
4624	95	6100	2
4625	41	6100	2
4626	79	6100	2
4627	50	0000	1
4628	20	0005	1
4629	52	6100	2
4630	14	2100	2
4631	7	8100	2
4632	13	2100	2
4633	34	0000	1
4634	53	4100	2
4635	32	6100	2
4636	21	6100	2
4637	46	6100	2
4638	16	0000	1
4639	51	6100	2
4640	29	0000	1
4641	48	4100	2
4642	94	6100	2
4643	57	4100	2
4644	46	4100	2
4645	31	0000	1
4646	33	0000	1
4647	39	6100	2
4648	28	4100	2
4649	50	0240	1
4650	7	5600	2
4651	33	4100	2
4652	11	0000	1
4653	33	0000	1
4654	67	9600	2
4655	109	4100	2
4656	7	0000	1
4657	41	9600	2
4658	83	4100	2
4659	5	0000	1
4660	30	4100	2
4661	48	9600	2
4662	83	4100	2
4663	56	9600	2
4664	29	6100	2
4665	88	4100	2
4666	66	4100	2
4667	35	0000	1
4668	6	0000	1
4669	7	9600	2
4670	26	0001	1
4671	67	4100	2
4672	30	4100	2
4673	65	4100	2
4674	58	9600	2
4675	53	4100	2
4676	45	4100	2
4677	6	3600	2
4678	43	0000	1
4679	53	9600	2
4680	72	4100	2
4681	7	2500	2
4682	36	6100	2
4683	59	9600	2
4684	91	4100	2
4685	43	6100	2
4686	38	6100	2
4687	14	9600	2
4688	13	0000	1
4689	53	9600	2
4690	92	6100	2
4691	3	0000	1
4692	50	4100	2
4693	8	4100	2
4694	49	6100	2
4695	26	4100	2
4696	10	5600	2
4697	78	6100	2
4698	50	6100	2
4699	60	6100	2
4700	5	8100	2
4701	31	8100	2
4702	46	6100	2
4703	50	6100	2
4704	17	6100	2
4705	11	0006	1
4706	58	4100	2
4707	85	6100	2
4708	28	6100	2
4709	60	6100	2
4710	32	0000	1
4711	28	4100	2
4712	81	6100	2
4713	10	3600	2
4714	9	0000	1
4715	102	4100	2
4716	49	9600	2
4717	1	2500	2
4718	64	4100	2
4719	60	4100	2
4720	7	5600	2
4721	9	3600	2
4722	62	4100	2
4723	85	4100	2
4724	53	4100	2
4725	55	6100	2
4726	11	4100	2
4727	8	0006	1
4728	4	0100	2
4729	38	0000	1
4730	29	4100	2
4731	64	4100	2
4732	13	0000	1
4733	60	6100	2
4734	13	0000	1
4735	64	6100	2
4736	6	7600	2
4737	99	4100	2
4738	7	1600	2
4739	52	4100	2
4740	46	4100	2
4741	14	6100	2
4742	11	0100	2
4743	41	6100	2
4744	40	9600	2
4745	27	9600	2
4746	3	0100	2
4747	15	0000	1
4748	46	6100	2
4749	39	9600	2
4750	21	6100	2
4751	24	9600	2
4752	55	9600	2
4753	12	0000	1
4754	6	3600	2
4755	4	6100	2
4756	28	4100	2
4757	12	9600	2
4758	90	6100	2
4759	48	6100	2
4760	6	2500	2
4761	12	3600	2
4762	52	4100	2
4763	59	4100	2
4764	67	6100	2
4765	86	4100	2
4766	23	8100	2
4767	50	4100	2
4768	59	9600	2
4769	8	5600	2
4770	13	6100	2
4771	5	0100	2
4772	40	4100	2
4773	25	4100	2
4774	10	2100	2
4775	63	6100	2
4776	24	6100	2
4777	17	6100	2
4778	53	9600	2
4779	19	0000	1
4780	57	4100	2
4781	34	0000	1
4782	16	9600	2
4783	54	0240	1
4784	36	0000	1
4785	26	4100	2
4786	87	6100	2
4787	49	4100	2
4788	29	0000	1
4789	85	6100	2
4790	15	6100	2
4791	76	6100	2
4792	5	2500	2
4793	61	4100	2
4794	11	2916	2
4795	85	4100	2
4796	2	0000	1
4797	14	6100	2
4798	64	6100	2
4799	46	9600	2
4800	5	1600	2
4801	56	4100	2
4802	30	9600	2
4803	62	6100	2
4804	17	4100	2
4805	84	6100	2
4806	22	8100	2
4807	31	4100	2
4808	80	6100	2
4809	35	4100	2
4810	70	6100	2
4811	65	4100	2
4812	55	9600	2
4813	64	4100	2
4814	48	4100	2
4815	8	2500	2
4816	54	4100	2
4817	52	4100	2
4818	63	6100	2
4819	60	6100	2
4820	13	0000	1
4821	77	4100	2
4822	80	4100	2
4823	5	0000	1
4824	53	0240	1
4825	62	6100	2
4826	4	0000	1
4827	10	0000	1
4828	76	4100	2
4829	29	9600	2
4830	63	9600	2
4831	86	4100	2
4832	31	6100	2
4833	57	4100	2
4834	37	6100	2
4835	56	4100	2
4836	31	6100	2
4837	31	6100	2
4838	8	1600	2
4839	63	4100	2
4840	38	4100	2
4841	88	6100	2
4842	8	1600	2
4843	56	0000	1
4844	58	4100	2
4845	47	4100	2
4846	32	6100	2
4847	36	0000	1
4848	66	9600	2
4849	65	6100	2
4850	26	9600	2
4851	52	9600	2
4852	58	4100	2
4853	58	4100	2
4854	38	4100	2
4855	11	4100	2
4856	31	6100	2
4857	79	6100	2
4858	45	4100	2
4859	22	9600	2
4860	15	8100	2
4861	82	4100	2
4862	46	6100	2
4863	55	6100	2
4864	45	0000	1
4865	10	0100	2
4866	56	9600	2
4867	41	9600	2
4868	68	4100	2
4869	26	0000	1
4870	86	4100	2
4871	15	0000	1
4872	48	4100	2
4873	70	6100	2
4874	53	4100	2
4875	32	4100	2
4876	50	9600	2
4877	101	6100	2
4878	7	5030	2
4879	79	6100	2
4880	69	6100	2
4881	83	6100	2
4882	95	6100	2
4883	85	6100	2
4884	20	0005	1
4885	67	4100	2
4886	33	6100	2
4887	24	4100	2
4888	40	4100	2
4889	69	4100	2
4890	27	0000	1
4891	59	4100	2
4892	23	0000	1
4893	87	6100	2
4894	36	0000	1
4895	84	6100	2
4896	51	9600	2
4897	34	6100	2
4898	47	6100	2
4899	1	0000	1
4900	1	0100	2
4901	76	4100	2
4902	33	6100	2
4903	49	0000	1
4904	78	4100	2
4905	10	6100	2
4906	62	6100	2
4907	57	9600	2
4908	9	4100	2
4909	18	3600	2
4910	41	4100	2
4911	6	2100	2
4912	44	0000	1
4913	81	4100	2
4914	87	4100	2
4915	30	4100	2
4916	62	6100	2
4917	44	6100	2
4918	33	6100	2
4919	36	4100	2
4920	3	7600	2
4921	68	4100	2
4922	30	0005	1
4923	88	4100	2
4924	20	6100	2
4925	15	9600	2
4926	8	0100	2
4927	76	4100	2
4928	41	9600	2
4929	29	6100	2
4930	57	9600	2
4931	56	6100	2
4932	42	4100	2
4933	60	4100	2
4934	35	0000	1
4935	69	4100	2
4936	8	4100	2
4937	57	6100	2
4938	31	9600	2
4939	4	0100	2
4940	13	3600	2
4941	83	6100	2
4942	24	0005	1
4943	7	0000	1
4944	26	8100	2
4945	92	6100	2
4946	53	6100	2
4947	5	0100	2
4948	11	0000	1
4949	9	0100	2
4950	8	5600	2
4951	67	4100	2
4952	94	6100	2
4953	52	9600	2
4954	9	0035	1
4955	19	6100	2
4956	76	6100	2
4957	87	4100	2
4958	14	3600	2
4959	26	0000	1
4960	40	6100	2
4961	80	4100	2
4962	35	4100	2
4963	35	8100	2
4964	63	4100	2
4965	47	6100	2
4966	12	0006	1
4967	70	6100	2
4968	104	4100	2
4969	84	4100	2
4970	56	6100	2
4971	50	6100	2
4972	72	4100	2
4973	85	4100	2
4974	18	0005	1
4975	6	5600	2
4976	33	3317	1
4977	56	9600	2
4978	73	4100	2
4979	15	0000	1
4980	59	6100	2
4981	11	0000	1
4982	13	3600	2
4983	101	4100	2
4984	28	0000	1
4985	85	6100	2
4986	39	4100	2
4987	9	2916	2
4988	29	8100	2
4989	31	0000	1
4990	10	0000	1
4991	5	8100	2
4992	6	9600	2
4993	3	0100	2
4994	5	3600	2
4995	2	2500	2
4996	4	9600	2
4997	6	8100	2
4998	6	1600	2
4999	2	0100	2
5000	0	0000	1
5001	1	0100	2
5002	6	1600	2
5003	6	8100	2
5004	5	1600	2
5005	2	2500	2
5006	5	3600	2
5007	3	0100	2
5008	6	9600	2
5009	5	8100	2
5010	3	0000	1
5011	56	6100	2
5012	77	4100	2
5013	96	4100	2
5014	91	4100	2
5015	56	4100	2
5016	78	4100	2
5017	45	6100	2
5018	7	4100	2
5019	36	4100	2
5020	24	0000	1
5021	28	6100	2
5022	10	3600	2
5023	25	6100	2
5024	10	0000	1
5025	7	5600	2
5026	53	6100	2
5027	61	0000	1
5028	53	6100	2
5029	8	2100	2
5030	4	3009	2
5031	65	9600	2
5032	36	4100	2
5033	14	6100	2
5034	37	4100	2
5035	44	4100	2
5036	70	4100	2
5037	57	6100	2
5038	82	4100	2
5039	19	0000	1
5040	41	9600	2
5041	88	6100	2
5042	61	4100	2
5043	64	4100	2
5044	79	6100	2
5045	6	2500	2
5046	39	4100	2
5047	63	4100	2
5048	6	0000	1
5049	21	6100	2
5050	8	5600	2
5051	89	4100	2
5052	55	3317	1
5053	14	6100	2
5054	48	4100	2
5055	39	9600	2
5056	35	6100	2
5057	36	4100	2
5058	28	9600	2
5059	11	3600	2
5060	8	0000	1
5061	34	4100	2
5062	49	6100	2
5063	60	4100	2
5064	8	7600	2
5065	6	0009	1
5066	12	2500	2
5067	10	2500	2
5068	50	9600	2
5069	48	6100	2
5070	14	0000	1
5071	8	3600	2
5072	78	4100	2
5073	78	4100	2
5074	56	4100	2
5075	83	6100	2
5076	70	6100	2
5077	44	4100	2
5078	52	9600	2
5079	62	4100	2
5080	19	4100	2
5081	15	0000	1
5082	55	6100	2
5083	54	6100	2
5084	68	4100	2
5085	78	6100	2
5086	52	4100	2
5087	2	0000	1
5088	54	6100	2
5089	80	6100	2
5090	33	0000	1
5091	23	0005	1
5092	27	0000	1
5093	6	2500	2
5094	51	6100	2
5095	11	0000	1
5096	104	4100	2
5097	56	6100	2
5098	60	9600	2
5099	5	9600	2
5100	1	0100	2
5101	51	6100	2
5102	46	9600	2
5103	51	4100	2
5104	69	4100	2
5105	31	0000	1
5106	50	6100	2
5107	82	4100	2
5108	6	0000	1
5109	9	2916	2
5110	15	0000	1
5111	89	4100	2
5112	84	6100	2
5113	9	2916	2
5114	65	4100	2
5115	11	0005	1
5116	5	0003	1
5117	9	6100	2
5118	73	6100	2
5119	13	2041	1
5120	29	9600	2
5121	60	6100	2
5122	56	9600	2
5123	5	0000	1
5124	66	4100	2
5125	54	4100	2
5126	88	4100	2
5127	42	9600	2
5128	64	6100	2
5129	7	0000	1
5130	36	6100	2
5131	54	9600	2
5132	32	9600	2
5133	14	3600	2
5134	20	4100	2
5135	26	9600	2
5136	61	4100	2
5137	38	6100	2
5138	47	0000	1
5139	22	6100	2
5140	85	6100	2
5141	6	0100	2
5142	35	0000	1
5143	62	6100	2
5144	58	6100	2
5145	33	0000	1
5146	65	4100	2
5147	63	6100	2
5148	37	4100	2
5149	57	9600	2
5150	26	9600	2
5151	14	6100	2
5152	89	4100	2
5153	24	6100	2
5154	35	4100	2
5155	12	0000	1
5156	13	0000	1
5157	39	6100	2
5158	80	6100	2
5159	34	0000	1
5160	82	4100	2
5161	52	6100	2
5162	46	4100	2
5163	80	6100	2
5164	61	4100	2
5165	85	4100	2
5166	55	4100	2
5167	11	8100	2
5168	81	4100	2
5169	23	6100	2
5170	53	4100	2
5171	10	0000	1
5172	44	6100	2
5173	11	0006	1
5174	18	6100	2
5175	65	4100	2
5176	23	6100	2
5177	73	6100	2
5178	64	4100	2
5179	50	4100	2
5180	10	0000	1
5181	17	4100	2
5182	67	6100	2
5183	65	6100	2
5184	9	0000	1
5185	52	3317	1
5186	52	4100	2
5187	82	4100	2
5188	49	4100	2
5189	48	4100	2
5190	9	2500	2
5191	50	9600	2
5192	62	9600	2
5193	32	0000	1
5194	94	4100	2
5195	30	8100	2
5196	68	6100	2
5197	6	0000	1
5198	20	6100	2
5199	33	6100	2
5200	5	1600	2
5201	27	4100	2
5202	50	4100	2
5203	50	6100	2
5204	65	9600	2
5205	12	3600	2
5206	60	6100	2
5207	48	6100	2
5208	66	4100	2
5209	90	6100	2
5210	18	6100	2
5211	85	6100	2
5212	64	4100	2
5213	38	6100	2
5214	57	4100	2
5215	38	4100	2
5216	51	4100	2
5217	52	4100	2
5218	57	0000	1
5219	81	4100	2
5220	46	6100	2
5221	81	4100	2
5222	58	6100	2
5223	93	6100	2
5224	11	0000	1
5225	25	9600	2
5226	64	6100	2
5227	54	3317	1
5228	39	9600	2
5229	6	0006	1
5230	13	3600	2
5231	17	6100	2
5232	10	0000	1
5233	46	6100	2
5234	8	8100	2
5235	31	6100	2
5236	48	6100	2
5237	33	0000	1
5238	55	6100	2
5239	30	0000	1
5240	28	8100	2
5241	73	4100	2
5242	27	4100	2
5243	28	0000	1
5244	3	2500	2
5245	2	0100	2
5246	13	3600	2
5247	90	4100	2
5248	59	4100	2
5249	19	6100	2
5250	21	6100	2
5251	51	4100	2
5252	62	6100	2
5253	43	4100	2
5254	30	0000	1
5255	59	4100	2
5256	23	6100	2
5257	31	0000	1
5258	63	4100	2
5259	65	4100	2
5260	28	9600	2
5261	14	6100	2
5262	61	4100	2
5263	50	6100	2
5264	24	6100	2
5265	67	4100	2
5266	85	4100	2
5267	13	0000	1
5268	52	6100	2
5269	57	6100	2
5270	10	3600	2
5271	10	7600	2
5272	73	6100	2
5273	52	6100	2
5274	18	8100	2
5275	77	6100	2
5276	40	4100	2
5277	6	6100	2
5278	78	6100	2
5279	80	6100	2
5280	27	6100	2
5281	17	4100	2
5282	6	8100	2
5283	5	8100	2
5284	7	6100	2
5285	52	4100	2
5286	9	8100	2
5287	56	4100	2
5288	12	0100	2
5289	19	6100	2
5290	67	6100	2
